Wine Name,Year,Winery,Rating,num_review,Price,Region,Country,Flavour group 1,Flavour group 2,Flavour group 3,Grapes 1,Grapes 2,Acidity,Sweetness,Intensity,Type
Brunate Barolo ,1964.0,Marcarini,4.0,3497,715.5,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Gattinara ,1973.0,Umberto Fiore,4.0,117,202.04999999999998,Gattinara,Italy,black_fruit,dried_fruit,earth,nebbiolo,0,5.0,1.0,4.0,red wine
Barbaresco ,1986.0,Villadoria,3.8,1974,166.04999999999998,Barbaresco,Italy,earth,red_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Vinum Vita Est Barolo Riserva ,1967.0,Terre del Barolo,4.0,695,314.55,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Barolo Poderi in Cannubi ,1970.0,Tenuta Carretta,4.3,2066,269.55,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Givseppe Contratto Barolo Riserva Del Centenario ,1961.0,nan,4.3,37,359.55,Barolo,Italy,red_fruit,earth,black_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Ciabot Camerano Barbera d'Alba ,2013.0,Marcarini,3.6,122,62.550000000000004,Barbera d'Alba,Italy,oak,red_fruit,spices,barbera,0,4.0,1.0,3.5,red wine
Fontanazza Dolcetto d'Alba ,2012.0,Marcarini,3.8,27,62.550000000000004,Dolcetto d'Alba,Italy,red_fruit,black_fruit,spices,nebbiolo,barbera,2.0,1.5,4.0,red wine
Barbaresco Asili ,1976.0,Ceretto,4.4,915,359.55,Barbaresco,Italy,oak,earth,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Vigneto Pugnane Barbera d'Alba ,2018.0,M. Marengo,3.9,132,71.55,Barbera d'Alba,Italy,red_fruit,oak,earth,barbera,0,4.0,1.0,3.5,red wine
Rosso di Montalcino ,2019.0,Il Poderuccio,3.9,70,89.55,Rosso di Montalcino,Italy,red_fruit,black_fruit,dried_fruit,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Toscana Fornace ,2015.0,Selvapiana,4.1,34,103.05,Toscana,Italy,black_fruit,oak,earth,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Barbaresco ,1988.0,Castello di Neive,4.0,5631,269.55,Barbaresco,Italy,red_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Dolcetto d'Alba Roussot ,2021.0,Francesco Rinaldi & Figli,3.9,68,67.05,Dolcetto d'Alba,Italy,red_fruit,black_fruit,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Castello di Brolio Riserva Chianti Classico ,1990.0,Ricasoli,3.9,34,202.04999999999998,Chianti Classico,Italy,microbio,0,0,sangiovese,0,4.5,1.0,3.5,red wine
Dolcetto d'Alba Monte Aribaldo ,1990.0,Marchesi di Gresy,3.6,1526,179.54999999999998,Dolcetto d'Alba,Italy,black_fruit,red_fruit,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Barolo Riserva San Bernardo ,2013.0,Palladino,4.3,188,292.05,Barolo,Italy,earth,red_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Fiore Vernaccia di San Gimignano ,2010.0,Sono Montenidoli,3.9,40,76.05,Vernaccia di San Gimignano,Italy,earth,tree_fruit,citrus_fruit,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Brunello di Montalcino Riserva ,1967.0,Conti Costanti,4.4,1636,539.5500000000001,Brunello di Montalcino,Italy,oak,earth,non_oak,sangiovese,0,4.0,1.0,3.0,red wine
Brunate Barolo ,1975.0,Marcarini,4.0,3497,404.55,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Barolo Riserva ,1947.0,Marchesi di Barolo,4.1,3969,895.5,Barolo,Italy,oak,earth,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Barbaresco Santo Stefano ,1967.0,Castello di Neive,4.1,2843,359.55,Barbaresco,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Sauvignon Blanc ,2023.0,Bon Courage,3.7,79,44.550000000000004,Robertson,South Africa,tropical_fruit,citrus_fruit,vegetal,sauvignon-blanc,0,4.0,1.0,2.5,white wine
Riesling Trocken ,2018.0,Russbach,3.8,43,44.1,Rheinhessen,Germany,tree_fruit,earth,0,riesling,0,5.0,1.0,3.0,white wine
Quintus Blaufrankisch ,2017.0,IBY,4.1,46,148.5,Burgenland,Austria,red_fruit,black_fruit,dried_fruit,blaufrankisch,0,4.5,1.0,3.5,red wine
Bergerie de l'Hortus Rosé de Saignée ,2020.0,Domaine de l'Hortus,3.7,345,65.7,Languedoc,France,red_fruit,citrus_fruit,tree_fruit,shiraz-syrah,grenache-noir,3.5,1.0,3.0,rose
Cuvée Tradition Rosé ,2022.0,Château Fontarèche,3.4,35,65.25,Corbières,France,red_fruit,tree_fruit,spices,shiraz-syrah,grenache-noir,3.5,1.0,3.0,rose
Caramany Sous la Montagne Côtes du Roussillon Villages ,2018.0,Jeff Carrel,3.7,137,47.25,Côtes du Roussillon Villages,France,earth,oak,black_fruit,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Graves Blanc ,2019.0,Clos du Hez,3.7,86,34.65,Graves,France,earth,0,0,sauvignon-blanc,semillion,2.5,1.5,4.0,white wine
Gigondas Sainte-Catherine  ,2019.0,Gabriel Meffre,4.0,39,114.75,Gigondas,France,black_fruit,spices,earth,shiraz-syrah,grenache-noir,3.5,1.0,4.0,red wine
Syrah Grande Réserve ,2022.0,Maison Castel,3.2,177,40.050000000000004,Pays d'Oc,France,black_fruit,oak,red_fruit,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Lili de Limoux ,2022.0,Sieur d'Arques,3.5,106,41.85,Limoux,France,black_fruit,red_fruit,floral,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Rouge (Estate Reserve) ,2010.0,Morgenster Estate,4.2,354,175.04999999999998,Stellenbosch,South Africa,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Saint-Émilion ,2016.0,Château Grand Bouquey,3.9,43,28.62,Saint-Émilion,France,oak,black_fruit,red_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Pasión ,2019.0,Bodegas Langa,3.7,132,28.62,Calatayud,Spain,oak,red_fruit,earth,grenache-noir,0,3.0,1.0,5.0,red wine
Panxut ,2021.0,Can'Leandro,3.9,181,71.10000000000001,Valencia,Spain,red_fruit,earth,black_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Car Tinto ,2015.0,4 Monos,3.5,70,89.55,Madrid,Spain,red_fruit,oak,spices,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Valtuille El Rapolao ,2020.0,Castro Ventosa,4.0,69,195.29999999999998,Bierzo,Spain,black_fruit,earth,oak,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
El Jefe de La Tribu ,2018.0,El Angosto,3.7,331,78.75,Valencia,Spain,oak,red_fruit,earth,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Osoti Crianza ,2023.0,Viñedos Ruiz Jiménez,3.7,847,34.155,Rioja,Spain,oak,red_fruit,spices,tempranillo,graciano,4.0,1.0,4.0,red wine
Pura Vida Negre ,2021.0,Cellers Underground,3.9,708,55.574999999999996,Costers del Segre,Spain,red_fruit,spices,oak,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Refosco ,2002.0,Volpe Pasini,3.5,804,157.815,Venezia Giulia,Italy,black_fruit,earth,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Canova Lambrusco Grasparossa di Castelvetro ,2015.0,Fattoria Moretto,3.6,69,46.44,Lambrusco Grasparossa di Castelvetro,Italy,red_fruit,black_fruit,microbio,ancellotta,lambrusco,4.5,3.0,3.0,sparkling wine
Molin Lugana ,2014.0,Cà Maiol,4.0,247,64.8,Lugana,Italy,tree_fruit,earth,citrus_fruit,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Pedro Ximenez de Cosecha ,1927.0,Alvear,3.9,92,71.10000000000001,Montilla-Moriles,Spain,dried_fruit,black_fruit,microbio,palomino,pedro-ximenez,2.0,3.5,4.0,fortified wine
Collio Sauvignon ,2023.0,Ronco Blanchis,3.8,460,81.0,Collio,Italy,tree_fruit,citrus_fruit,vegetal,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Saxa Calida Rosso ,1994.0,Poderi del Paradiso,4.4,820,98.55,Toscana,Italy,oak,earth,non_oak,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Franco Fiorina Barolo ,1968.0,Stefano Farina,4.0,728,337.05,Barolo,Italy,oak,earth,non_oak,nebbiolo,0,5.0,1.0,4.0,red wine
Brunello di Montalcino ,1971.0,Col d'Orcia,4.1,48793,337.05,Brunello di Montalcino,Italy,oak,earth,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Dolcetto d'Alba ,2015.0,La Ca' Növa,3.6,228,49.050000000000004,Dolcetto d'Alba,Italy,red_fruit,black_fruit,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Dabbene Dolcetto d'Alba ,2004.0,Bovio,3.6,346,44.550000000000004,Dolcetto d'Alba,Italy,red_fruit,earth,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Langhe Freisa Toetto ,2020.0,Mascarello Giuseppe e Figlio,4.0,25,125.55,Langhe,Italy,red_fruit,earth,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Riserva Ducale Chianti Classico ,1967.0,Ruffino,3.9,60928,247.04999999999998,Chianti Classico,Italy,oak,red_fruit,earth,sangiovese,0,4.5,1.0,3.5,red wine
Ruché di Castagnole Monferrato ,2014.0,Cascina Tavijn,3.8,108,67.05,Monferrato,Italy,floral,earth,red_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Sorì del Drago Barbera d'Alba ,2018.0,Brovia,3.9,116,85.05,Barbera d'Alba,Italy,red_fruit,oak,black_fruit,barbera,0,4.0,1.0,3.5,red wine
Dardi Le Rosé Bussia Barolo ,2015.0,Poderi Colla,4.1,216,202.04999999999998,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Riserva Ducale Oro Chianti Classico (Gran Selezione Gold) ,1961.0,Ruffino,4.0,15056,359.55,Chianti Classico,Italy,oak,red_fruit,earth,sangiovese,0,4.5,1.0,3.5,red wine
Prinsiot Langhe Nebbiolo ,2019.0,Fratelli Alessandria,4.0,145,76.05,Langhe,Italy,red_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Chianti Classico Riserva ,1971.0,Conti Serristori,3.6,585,179.54999999999998,Chianti Classico,Italy,spices,oak,red_fruit,sangiovese,0,4.5,1.0,3.5,red wine
Barbaresco ,1981.0,Produttori del Barbaresco,4.1,49954,314.55,Barbaresco,Italy,red_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Anno Primo Ghemme ,2006.0,Cantalupo,3.9,170,134.54999999999998,Ghemme,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Villa Petrognano Pomino ,1995.0,Selvapiana,3.9,1008,76.05,Pomino,Italy,earth,oak,red_fruit,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Barbaresco Riserva ,1980.0,Villadoria,4.0,139,179.54999999999998,Barbaresco,Italy,oak,earth,non_oak,nebbiolo,0,5.0,1.0,4.0,red wine
La Vendemmia Chianti Classico ,1992.0,Dievole,3.7,1703,224.54999999999998,Chianti Classico,Italy,oak,red_fruit,earth,sangiovese,0,4.5,1.0,3.5,red wine
Barolo Riserva Speciale ,1952.0,Aldo Conterno,4.1,87,1345.5,Barolo,Italy,red_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Barbaresco Martinenga ,1986.0,Marchesi di Gresy,4.2,6509,337.05,Barbaresco,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Pozzo Barbera d'Alba ,1998.0,Corino,4.0,46,134.54999999999998,Barbera d'Alba,Italy,earth,non_oak,oak,barbera,0,4.0,1.0,3.5,red wine
Nebbiolo Langhe ,2017.0,Azelia,3.7,164,76.05,Langhe,Italy,red_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
San Luigi Dogliani ,2010.0,Chionetti,3.8,73,58.050000000000004,Dogliani,Italy,red_fruit,black_fruit,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Barolo ,1971.0,Cantine Barisone,4.0,76,269.55,Barolo,Italy,spices,red_fruit,vegetal,nebbiolo,0,5.0,1.0,4.0,red wine
Chenin Blanc ,2019.0,Welgegund,4.1,99,112.5,Wellington,South Africa,oak,tree_fruit,microbio,chenin-blanc,0,4.5,1.0,2.5,white wine
Classic ,1999.0,Veenwouden,4.1,32,130.5,Paarl,South Africa,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Shiraz ,2022.0,Two Oceans,3.5,28,31.05,Western Cape,South Africa,oak,spices,black_fruit,shiraz-syrah,0,3.5,1.0,4.5,red wine
Classic ,2002.0,Veenwouden,4.1,52,94.5,Paarl,South Africa,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Neulas ,2023.0,La Neula,4.0,237,58.5,Vermentino di Gallura,Italy,citrus_fruit,tree_fruit,earth,malvasia,fiano,2.0,1.0,4.0,white wine
Reserve Carpe Diem ,2015.0,Lenz Moser,3.5,31,5625.0,Niederösterreich,Austria,citrus_fruit,oak,spices,gruner-veltliner,0,4.0,1.0,2.0,white wine
Blaufränkisch Selection ,2021.0,Lenz Moser,3.2,190,4050.0,Burgenland,Austria,black_fruit,vegetal,earth,blaufrankisch,0,4.5,1.0,3.5,red wine
La Corte del Pozzo Valpolicella Ripasso ,2015.0,Fasoli Gino,3.7,109,144.0,Valpolicella Ripasso,Italy,red_fruit,oak,spices,corvina,rondinella,2.0,2.0,4.0,red wine
Grüner Veltliner Prestige ,2023.0,Lenz Moser,3.7,1713,4590.0,Niederösterreich,Austria,tree_fruit,citrus_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Barolo Riserva ,1949.0,Marchesi di Barolo,4.1,3969,809.5500000000001,Barolo,Italy,oak,earth,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Brunello di Montalcino ,2012.0,Il Poderuccio,4.5,36,224.54999999999998,Brunello di Montalcino,Italy,red_fruit,oak,black_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Bricco delle Viole Barolo ,2016.0,M. Marengo,4.2,213,193.04999999999998,Barolo,Italy,red_fruit,oak,earth,nebbiolo,0,5.0,1.0,4.0,red wine
Vignarionda Barolo Riserva ,2011.0,Anselma Giacomo,4.6,246,472.05,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Roero Riserva ,2004.0,Giacomo Vico,3.9,259,58.050000000000004,Roero,Italy,red_fruit,earth,black_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Carato Vernaccia di San Gimignano ,2007.0,Sono Montenidoli,3.9,42,98.55,Vernaccia di San Gimignano,Italy,oak,earth,microbio,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Barolo Monfalletto ,1970.0,Cordero di Montezemolo,4.3,8828,449.55,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Brunello di Montalcino ,2012.0,Baricci,4.3,332,494.55,Brunello di Montalcino,Italy,oak,earth,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Barolo Monvigliero ,2011.0,Sordo,4.0,30,179.54999999999998,Barolo,Italy,red_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Chianti Classico Riserva Dieulele ,1990.0,Dievole,4.2,454,148.04999999999998,Chianti Classico,Italy,earth,oak,black_fruit,sangiovese,0,4.5,1.0,3.5,red wine
Barolo del Comune di Barolo ,1952.0,Barale Fratelli,4.2,533,535.5,Barolo,Italy,earth,red_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Langhe Favorita ,2013.0,Fratelli Alessandria,3.6,483,49.050000000000004,Langhe,Italy,citrus_fruit,tree_fruit,earth,arneis,pinot-blanc,3.0,2.0,4.0,white wine
La Serra Barolo ,1995.0,Marcarini,4.0,1580,269.55,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Barolo Riserva Speciale Granbussia ,1974.0,Aldo Conterno,4.5,66,1795.5,Barolo,Italy,oak,red_fruit,earth,nebbiolo,0,5.0,1.0,4.0,red wine
Barolo Enrico VI ,1974.0,Cordero di Montezemolo,4.4,3399,449.55,Barolo,Italy,earth,oak,non_oak,nebbiolo,0,5.0,1.0,4.0,red wine
Barolo Riserva Speciale ,1955.0,Aldo Conterno,4.1,87,1345.5,Barolo,Italy,red_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Brunello di Montalcino ,1975.0,Caparzo,4.2,28093,314.55,Brunello di Montalcino,Italy,oak,red_fruit,earth,sangiovese,0,4.0,1.0,3.0,red wine
Barolo Le Brunate ,2011.0,Francesco Rinaldi & Figli,4.0,112,247.04999999999998,Barolo,Italy,earth,red_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Barolo ,1967.0,Umberto Fiore,3.6,1576,202.04999999999998,Barolo,Italy,oak,black_fruit,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Barolo del Comune di Barolo ,1961.0,Barale Fratelli,4.2,533,449.55,Barolo,Italy,earth,red_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Langhe Arneis Montebertotto ,2010.0,Castello di Neive,3.8,924,58.050000000000004,Langhe,Italy,citrus_fruit,tree_fruit,earth,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Barolo Bussia ,2012.0,Aldo Conterno,4.3,30,485.55,Barolo,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Barbaresco ,1954.0,Francesco Rinaldi & Figli,3.9,337,449.55,Barbaresco,Italy,earth,red_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Blanc de Noirs Castelão ,2023.0,Pegos Claros,4.0,295,89.55,Palmela,Portugal,tree_fruit,earth,microbio,malvasia,fernao-pires,2.0,1.0,3.0,white wine
Natural Cosecha ,2020.0,Cueva,3.5,174,61.65,Utiel-Requena,Spain,black_fruit,spices,red_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Montepulciano d'Abruzzo ,2022.0,Solluna,3.4,204,26.505,Montepulciano d'Abruzzo,Italy,black_fruit,red_fruit,spices,montepulciano-d-abruzzo,0,4.0,1.0,2.5,red wine
Chambolle-Musigny 1er Cru 'Les Véroilles' ,2009.0,Ghislaine Barthod,4.2,151,1125.0,Chambolle-Musigny 1er Cru 'Les Véroilles',France,red_fruit,earth,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Vieilles Vignes Madiran ,1987.0,Château Bouscassé,4.0,3614,202.5,Madiran,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.5,5.0,red wine
Chablis ,1992.0,Bouchard Père & Fils,3.8,626,180.0,Chablis,France,tree_fruit,citrus_fruit,oak,chardonnay,0,4.0,1.0,3.0,white wine
Margaux (Grand Cru Classé) ,1989.0,Château Marquis d'Alesme,4.1,35,202.5,Margaux,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Zédé de Labégorce (Domaine Zédé) ,2001.0,Château Labégorce,4.1,3066,166.5,Margaux,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Margaux (Grand Cru Classé) ,1975.0,Château Boyd-Cantenac,4.1,7328,292.5,Margaux,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Haut-Médoc (Cru Bourgeois Supérieur) ,2010.0,Château Pontoise Cabarrus,3.6,259,101.25,Haut-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Moulis-en-Médoc ,1999.0,Château Dutruch Grand Poujeaux,4.0,30,135.0,Moulis-en-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Corton Renardes Grand Cru ,1990.0,Domaine de la Juviniere,3.9,88,697.5,Corton Grand Cru 'Les Renardes',France,black_fruit,dried_fruit,red_fruit,pinot-noir,0,4.0,1.0,2.5,red wine
Pomerol ,1976.0,Vieux Château Certan,4.2,65,585.0,Pomerol,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Pomerol ,1969.0,Château La Conseillante,4.4,14924,630.0,Pomerol,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Gewürztraminer Alsace Sélection de Grains Nobles ,1989.0,Domaine Weinbach,4.5,69,607.5,Alsace,France,dried_fruit,citrus_fruit,tree_fruit,gewurztraminer,0,1.5,4.5,4.0,dessert wine
Gavi ,1964.0,Umberto Fiore,3.5,286,247.04999999999998,Gavi,Italy,citrus_fruit,tree_fruit,earth,cortese,0,4.5,1.0,2.0,white wine
Saint-Émilion Grand Cru (Premier Grand Cru Classé) ,1975.0,Château Canon-La-Gaffelière,4.0,30,270.0,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
La Firma Aglianico del Vulture ,2004.0,Cantine del Notaio,4.2,135,225.0,Aglianico del Vulture,Italy,oak,black_fruit,earth,primitivo,aglianico,2.0,2.0,5.0,red wine
Châteauneuf-du-Pape ,1967.0,Clos des Papes (Paul Avril),4.4,17503,832.5,Châteauneuf-du-Pape,France,oak,red_fruit,black_fruit,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Pomerol ,1978.0,Château Lafleur du Roy,4.0,937,225.0,Pomerol,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Sauternes (Premier Grand Cru Classé) ,1990.0,Clos Haut-Peyraguey,4.2,43,180.0,Sauternes,France,earth,tree_fruit,citrus_fruit,sauvignon-blanc,semillion,4.5,5.0,5.0,dessert wine
Pomerol ,1990.0,Château Guillot,4.0,1121,247.5,Pomerol,France,earth,oak,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
350° de Bellevue Saint-Émilion Grand Cru ,1986.0,Château de Bellevue,4.1,184,202.5,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Meursault À Mon Plaisir - Clos du Haut Tesson ,2016.0,Domaine Roulot,4.4,47,1777.5,Meursault,France,tree_fruit,citrus_fruit,oak,chardonnay,pinot-gris,3.0,1.0,4.0,white wine
Toscana Bianco ,2007.0,Ornellaia,4.5,1213,1282.5,Bolgheri,Italy,tree_fruit,citrus_fruit,earth,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Margaux ,1985.0,Château Angludet,4.1,72,180.0,Margaux,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Amarone Della Valpolicella Classico Gioé ,2011.0,Santa Sofia,4.5,391,596.295,Amarone della Valpolicella Classico,Italy,oak,black_fruit,non_oak,corvina,rondinella,2.0,3.0,5.0,red wine
Château Margaux (Premier Grand Cru Classé) ,1974.0,Château Margaux,4.2,115,1057.5,Margaux,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Rully Les Cailloux ,2018.0,Pierre-Yves Colin-Morey,4.2,33,360.0,Rully,France,oak,citrus_fruit,earth,chardonnay,aligote,2.5,1.0,3.0,white wine
Felix Morstein Spatburgunder ,2018.0,Keller,4.5,39,2677.5,Rheinhessen,Germany,black_fruit,red_fruit,floral,pinot-noir,0,4.5,1.0,1.0,red wine
Beaune Premier Cru Champimonts ,1983.0,Domaine Chanson,4.1,194,270.0,Beaune Premier Cru,France,earth,red_fruit,microbio,pinot-noir,0,4.0,1.0,2.5,red wine
Bianco ,2022.0,Nugnes,3.5,151,51.300000000000004,Falerno del Massico,Italy,red_fruit,tropical_fruit,citrus_fruit,malvasia,fiano,2.0,1.0,4.0,white wine
Pessac-Léognan ,1976.0,Château Larrivet Haut-Brion,4.1,15501,225.0,Pessac-Léognan,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Franco Fiorina Barbaresco ,1967.0,Stefano Farina,3.9,89,337.05,Barbaresco,Italy,spices,black_fruit,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Roca Roja ,2015.0,Marco Abella,4.4,59,270.0,Priorat,Spain,oak,non_oak,red_fruit,shiraz-syrah,cabernet-sauvignon,3.5,1.0,5.0,red wine
Pessac-Léognan Blanc ,2001.0,Château Smith Haut-Lafitte,4.1,35,382.5,Pessac-Léognan,France,citrus_fruit,oak,tree_fruit,sauvignon-blanc,semillion,2.5,1.5,4.0,white wine
Saint-Émilion Grand Cru ,1978.0,Chateau Pierre 1er (Chateau Croix Figeac),3.9,4746,135.0,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Château Fernon Dumez Graves ,1998.0,Vignobles Boudat Cigana,3.8,619,90.0,Graves,France,oak,red_fruit,black_fruit,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Unfiltered ,1988.0,Petaluma,4.3,167,225.0,Coonawarra,Australia,black_fruit,oak,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,5.0,red wine
Côte-Rôtie La Landonne ,1982.0,E. Guigal,4.6,4617,2475.0,Côte-Rôtie,France,oak,earth,black_fruit,shiraz-syrah,viognier,4.0,1.0,4.5,red wine
Sanct Valentin Pinot Grigio ,2019.0,St. Michael-Eppan,4.3,428,403.46999999999997,Südtirol - Alto Adige,Italy,oak,tree_fruit,microbio,pinot-grigio,0,2.5,1.5,3.0,white wine
Haut-Médoc ,1989.0,Château d'Agassac,3.8,6890,157.5,Haut-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Pomerol ,1979.0,Château de Sales,4.0,12761,247.5,Pomerol,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Saint-Julien ,1990.0,Château Lalande,4.0,4908,135.0,Saint-Julien,France,black_fruit,earth,oak,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Médoc ,1996.0,Château Leboscq,3.5,5319,110.25,Médoc,France,black_fruit,oak,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Saint-Estèphe ,1985.0,Château Saint-Roch,4.0,137,135.0,Saint-Estèphe,France,black_fruit,red_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Domaine Grand Veneur Châteauneuf-Du-Pape La Fontaine Blanc ,2019.0,Alain Jaume,4.2,40,179.1,Châteauneuf-du-Pape,France,oak,earth,microbio,viognier,roussanne,3.0,1.0,3.5,white wine
Schilfwein Zweigelt ,2015.0,Angerhof Tschida,4.2,38,214.065,Neusiedlersee,Austria,red_fruit,dried_fruit,black_fruit,zweigelt,0,4.0,1.0,3.0,red wine
Echezeaux Grand Cru ,2014.0,Maison Roche de Bellene,4.4,67,1215.0,Échezeaux Grand Cru,France,red_fruit,black_fruit,spices,pinot-noir,0,4.5,1.0,3.0,red wine
